name,price,first_name,last_name,above_100
Kelly Montoya,29.47209603,Kelly,Montoya,
Larry Alvarez,195.5219052,Larry,Alvarez,195.5219052
Crystal Downs,37.13368402,Crystal,Downs,
Michael Mason,114.1323718,Michael,Mason,114.1323718
Mary Johnson,105.3526074,Mary,Johnson,105.3526074
Tiffany Hampton,259.8094582,Tiffany,Hampton,259.8094582
Betty Arroyo,42.32362693,Betty,Arroyo,
Diane Davis,107.6090736,Diane,Davis,107.6090736
Erica Hendricks,125.8572291,Erica,Hendricks,125.8572291
Daniel Orozco,238.1883887,Daniel,Orozco,238.1883887
Laurie Rosales,244.0466826,Laurie,Rosales,244.0466826
Jessica Caldwell,99.67074155,Jessica,Caldwell,
Tamara Smith,210.550041,Tamara,Smith,210.550041
Mary Hooper,196.8997086,Mary,Hooper,196.8997086
Christine Gill,216.8672765,Christine,Gill,216.8672765
Maxwell Hammond,2.435074444,Maxwell,Hammond,
Amber Ross,228.6136145,Amber,Ross,228.6136145
Elizabeth Meyer,40.22211539,Elizabeth,Meyer,
Anne Gonzalez,273.9229359,Anne,Gonzalez,273.9229359
Shawn Wall,296.3169273,Shawn,Wall,296.3169273
Ruth Martin,133.4391705,Ruth,Martin,133.4391705
Elizabeth Robinson,186.5942954,Elizabeth,Robinson,186.5942954
Michelle Walker,135.906829,Michelle,Walker,135.906829
Erika Lindsey,240.7117965,Erika,Lindsey,240.7117965
Jessica Gay,268.8333594,Jessica,Gay,268.8333594
John Brewer,260.827551,John,Brewer,260.827551
Emily Smith,36.05932002,Emily,Smith,
Amanda Carroll,132.9755362,Amanda,Carroll,132.9755362
Elizabeth Anthony,94.02411836,Elizabeth,Anthony,
Mary Williams,18.48845977,Mary,Williams,
Michael Valenzuela,88.55603302,Michael,Valenzuela,
Erik Bowers,232.514238,Erik,Bowers,232.514238
Christopher Kim,60.73458168,Christopher,Kim,
Kenneth Dunn,295.4651283,Kenneth,Dunn,295.4651283
Barbara Hanson,22.53057039,Barbara,Hanson,
Angel Perez,156.5801117,Angel,Perez,156.5801117
Kevin Sloan,202.8571922,Kevin,Sloan,202.8571922
Christina Hubbard,263.8505376,Christina,Hubbard,263.8505376
Rodney James,93.11705529,Rodney,James,
Rachael Sellers,245.6354656,Rachael,Sellers,245.6354656
Kevin Ballard,209.8644862,Kevin,Ballard,209.8644862
Angela Wagner,102.5404217,Angela,Wagner,102.5404217
Elizabeth Crawford,108.5167212,Elizabeth,Crawford,108.5167212
Michael Allen,11.13481099,Michael,Allen,
Michael Nelson,74.85362496,Michael,Nelson,
Robert Pena,208.7538237,Robert,Pena,208.7538237
Amanda Cooley,99.29881882,Amanda,Cooley,
Megan Baker,99.66286392,Megan,Baker,
Mark Perry,255.6207453,Mark,Perry,255.6207453
Jamie Schroeder,125.1016836,Jamie,Schroeder,125.1016836
Tammy Jones,19.69963421,Tammy,Jones,
Kristin Palmer,198.5026916,Kristin,Palmer,198.5026916
Francisco Mccoy,203.958426,Francisco,Mccoy,203.958426
Aaron Parker,41.62584465,Aaron,Parker,
Lindsey George,277.7971975,Lindsey,George,277.7971975
Karen Gutierrez,41.06421612,Karen,Gutierrez,
Tiffany Greene,154.9721031,Tiffany,Greene,154.9721031
Abigail Johnson,275.4425387,Abigail,Johnson,275.4425387
Mark Elliott,170.0022159,Mark,Elliott,170.0022159
Crystal Murphy,12.05928355,Crystal,Murphy,
Elizabeth Fox,195.5125323,Elizabeth,Fox,195.5125323
Ralph Michael,143.9789463,Ralph,Michael,143.9789463
Mike Sawyer,182.849533,Mike,Sawyer,182.849533
Noah Adams,.314516326,Noah,Adams,
Peter Mendez,142.5786237,Peter,Mendez,142.5786237
Alexandra Parker,252.561718,Alexandra,Parker,252.561718
Logan Patterson,76.25574654,Logan,Patterson,
Ryan Hernandez,252.6261314,Ryan,Hernandez,252.6261314
Karen Armstrong,100.777687,Karen,Armstrong,100.777687
Robert Velasquez,202.0678154,Robert,Velasquez,202.0678154
Katie Cabrera,42.20296655,Katie,Cabrera,
Norma Gonzalez,131.665178,Norma,Gonzalez,131.665178
Jennifer Smith,65.7003123,Jennifer,Smith,
Melinda Gonzalez,287.3279434,Melinda,Gonzalez,287.3279434
David Garcia,131.0828946,David,Garcia,131.0828946
Erin Mccullough,145.7078012,Erin,Mccullough,145.7078012
Erica Chung,62.14687127,Erica,Chung,
Lori Flores,112.8123725,Lori,Flores,112.8123725
James Smith,155.0395897,James,Smith,155.0395897
Dorothy Ramirez,212.4013442,Dorothy,Ramirez,212.4013442
Cheryl Scott,260.9164758,Cheryl,Scott,260.9164758
Amy Chan,128.2553391,Amy,Chan,128.2553391
Nathaniel Huerta,102.6908991,Nathaniel,Huerta,102.6908991
Craig Nguyen,248.5764073,Craig,Nguyen,248.5764073
David Maldonado,283.2227436,David,Maldonado,283.2227436
Erin Neal,286.4705395,Erin,Neal,286.4705395
Kimberly Stout,190.1878149,Kimberly,Stout,190.1878149
Anthony Garcia,157.2180711,Anthony,Garcia,157.2180711
Dawn Howard,143.7322829,Dawn,Howard,143.7322829
Julie Bradford,51.75951067,Julie,Bradford,
Daniel Harris,225.4095816,Daniel,Harris,225.4095816
Kristin Everett,194.7492047,Kristin,Everett,194.7492047
Erika Smith,66.13681546,Erika,Smith,
Jason Adams,174.0254513,Jason,Adams,174.0254513
Billy Landry,138.0305332,Billy,Landry,138.0305332
Aaron Stewart,30.83606291,Aaron,Stewart,
Stephanie Gonzalez,141.8314019,Stephanie,Gonzalez,141.8314019
William Carson,270.5633054,William,Carson,270.5633054
Rachel Bishop,296.6894706,Rachel,Bishop,296.6894706
Christina Hunter,114.421612,Christina,Hunter,114.421612
Crystal Crawford,39.35486976,Crystal,Crawford,
Barbara Wright,211.8074602,Barbara,Wright,211.8074602
Nicole Stewart,26.08806183,Nicole,Stewart,
David Lee,273.5781117,David,Lee,273.5781117
Morgan Garcia,276.8925033,Morgan,Garcia,276.8925033
Anthony Jordan,167.767442,Anthony,Jordan,167.767442
Terri Hurst,106.8080361,Terri,Hurst,106.8080361
Julie Barrett,242.9884422,Julie,Barrett,242.9884422
Michael Hodge,105.2009125,Michael,Hodge,105.2009125
Sarah Alvarez,226.8993879,Sarah,Alvarez,226.8993879
Antonio Santana,287.3738609,Antonio,Santana,287.3738609
Glen Hughes,29.18857101,Glen,Hughes,
Albert Crawford,64.23005661,Albert,Crawford,
Amy Gonzalez,67.39559118,Amy,Gonzalez,
Loretta Tate,276.1691958,Loretta,Tate,276.1691958
Daniel Thomas,209.0214278,Daniel,Thomas,209.0214278
Anita Goodman,284.6992909,Anita,Goodman,284.6992909
John Murphy,60.32697495,John,Murphy,
Donald Fisher,134.6000615,Donald,Fisher,134.6000615
Samantha Morris,18.80165846,Samantha,Morris,
Dr. Melissa Perkins,55.09655027,Dr.,Melissa Perkins,
Christine Davis,168.8936813,Christine,Davis,168.8936813
Angela Roberts,109.212972,Angela,Roberts,109.212972
Jasmin Mosley,215.8646426,Jasmin,Mosley,215.8646426
Craig Vasquez,60.53679214,Craig,Vasquez,
Daniel Doyle,245.3047054,Daniel,Doyle,245.3047054
Ann Fisher,123.7943658,Ann,Fisher,123.7943658
Christopher Harper,170.1405625,Christopher,Harper,170.1405625
Mason Cook,7.670057794,Mason,Cook,
Katherine Ramirez,255.5799957,Katherine,Ramirez,255.5799957
Shelby Thomas,104.7604196,Shelby,Thomas,104.7604196
Laura Mejia,292.5129247,Laura,Mejia,292.5129247
Michael Johnson,289.2034922,Michael,Johnson,289.2034922
Melissa Harris,195.524008,Melissa,Harris,195.524008
Rebekah Myers,214.9939828,Rebekah,Myers,214.9939828
Lee King,216.101438,Lee,King,216.101438
Kimberly Peterson,280.8717925,Kimberly,Peterson,280.8717925
Jacob Martin,292.1886202,Jacob,Martin,292.1886202
Julia Kelly,137.8643887,Julia,Kelly,137.8643887
Doris Harmon,242.0622732,Doris,Harmon,242.0622732
April Bell,284.8899939,April,Bell,284.8899939
Jonathan Nguyen,289.3880966,Jonathan,Nguyen,289.3880966
Nina Owens,149.8521215,Nina,Owens,149.8521215
Stephanie Carlson,278.279655,Stephanie,Carlson,278.279655
Joseph Kramer,17.7214649,Joseph,Kramer,
Brittany Lopez,144.494641,Brittany,Lopez,144.494641
Steven Johnson,61.88755057,Steven,Johnson,
Maria Perez,88.6995926,Maria,Perez,
Jesse Ingram,170.2560755,Jesse,Ingram,170.2560755
Jacob Anderson,145.7545891,Jacob,Anderson,145.7545891
Bryan Barnett,254.4278625,Bryan,Barnett,254.4278625
Alexandria Williams,41.26569844,Alexandria,Williams,
Gerald Noble,271.3002064,Gerald,Noble,271.3002064
David Walker,6.895059001,David,Walker,
Andrea Parker,60.35636067,Andrea,Parker,
Tiffany Morrison,41.47915637,Tiffany,Morrison,
Ann Frank,189.0212441,Ann,Frank,189.0212441
Joshua Contreras,228.0287435,Joshua,Contreras,228.0287435
Andres Rodriguez,235.5032297,Andres,Rodriguez,235.5032297
John Nichols,270.9924798,John,Nichols,270.9924798
Terry Stanley,290.0891327,Terry,Stanley,290.0891327
Justin Garrison Jr.,154.0733551,Justin,Garrison Jr.,154.0733551
Keith Lopez,108.2314253,Keith,Lopez,108.2314253
Timothy Alvarez,211.1998824,Timothy,Alvarez,211.1998824
Thomas Lawson,82.87026418,Thomas,Lawson,
Donna Austin,146.5690375,Donna,Austin,146.5690375
Jeffrey Cox,214.1692668,Jeffrey,Cox,214.1692668
Angela Lucas,268.21751,Angela,Lucas,268.21751
Benjamin Howard,226.7937848,Benjamin,Howard,226.7937848
Roger Sampson,68.41887536,Roger,Sampson,
Kim Hughes,279.5048503,Kim,Hughes,279.5048503
Jacob Atkins,60.25730139,Jacob,Atkins,
Aaron Dennis,250.7664666,Aaron,Dennis,250.7664666
Nicholas Davis,21.80398996,Nicholas,Davis,
Amanda Manning,158.5071747,Amanda,Manning,158.5071747
Gary Bennett,238.2573491,Gary,Bennett,238.2573491
Christopher Jordan,105.8369737,Christopher,Jordan,105.8369737
Brian Hicks,154.8260746,Brian,Hicks,154.8260746
Janet Smith,52.78224957,Janet,Smith,
Christine Hebert,134.3285664,Christine,Hebert,134.3285664
Jessica Garcia,153.7082888,Jessica,Garcia,153.7082888
William Davidson,48.40281336,William,Davidson,
Christina Hinton,212.7755033,Christina,Hinton,212.7755033
Kristopher Christian,199.7830863,Kristopher,Christian,199.7830863
Gina Moore,197.5075338,Gina,Moore,197.5075338
Kevin Perkins,113.3493981,Kevin,Perkins,113.3493981
Kevin Lopez,115.4157135,Kevin,Lopez,115.4157135
Jesse Green,151.0846949,Jesse,Green,151.0846949
Jessica Norman,224.6343609,Jessica,Norman,224.6343609
Jacqueline Davis,198.2899139,Jacqueline,Davis,198.2899139
Amy Solis,229.9574102,Amy,Solis,229.9574102
Ryan Garcia,109.5259734,Ryan,Garcia,109.5259734
John Richards,14.87514038,John,Richards,
Ashley Perez,191.3750553,Ashley,Perez,191.3750553
Brian Palmer,196.9574108,Brian,Palmer,196.9574108
Caroline Franco,23.51194602,Caroline,Franco,
Katelyn Bullock,27.88986771,Katelyn,Bullock,
Jon Richardson,228.9881553,Jon,Richardson,228.9881553
Jodi Barker,186.7901087,Jodi,Barker,186.7901087
Kimberly Smith,249.6946237,Kimberly,Smith,249.6946237
Katelyn Powell,286.0913746,Katelyn,Powell,286.0913746
Darlene Campbell,152.9571051,Darlene,Campbell,152.9571051
Richard Bell,160.3781123,Richard,Bell,160.3781123
Robert Smith,62.70263171,Robert,Smith,
Joseph Stewart,74.35668552,Joseph,Stewart,
Daniel Lucero,102.0810613,Daniel,Lucero,102.0810613
Ryan Walters,114.4732265,Ryan,Walters,114.4732265
Michael Odom,43.91591194,Michael,Odom,
Michelle Butler,105.722563,Michelle,Butler,105.722563
Cody Robinson,154.9119405,Cody,Robinson,154.9119405
Michael Pitts,53.42856145,Michael,Pitts,
Tiffany Hernandez,214.0604369,Tiffany,Hernandez,214.0604369
Rebecca Strickland,38.29467258,Rebecca,Strickland,
Mark Ramirez,241.9738555,Mark,Ramirez,241.9738555
Sherry Small,152.7660713,Sherry,Small,152.7660713
Shelly Williams,221.4245776,Shelly,Williams,221.4245776
Michelle Keller,262.5278838,Michelle,Keller,262.5278838
Lisa Roberts,115.7557645,Lisa,Roberts,115.7557645
Melanie Ross,74.70761463,Melanie,Ross,
Mike Murphy,265.9187873,Mike,Murphy,265.9187873
Glenn Sanders,188.7218607,Glenn,Sanders,188.7218607
Ashley Sanchez,118.6813182,Ashley,Sanchez,118.6813182
Jeffrey Delacruz,31.4801582,Jeffrey,Delacruz,
Daniel Dunlap,44.62438446,Daniel,Dunlap,
Carrie Johnson,160.1955289,Carrie,Johnson,160.1955289
Julia Foster,260.7671981,Julia,Foster,260.7671981
Holly Johnson,290.2530168,Holly,Johnson,290.2530168
Kayla Clark,223.4503949,Kayla,Clark,223.4503949
Brittany Compton,92.55552084,Brittany,Compton,
Diane Stephens,293.5074748,Diane,Stephens,293.5074748
Christian Harris,209.3914164,Christian,Harris,209.3914164
Amanda Zamora,120.9323007,Amanda,Zamora,120.9323007
Edward Lara,166.4563545,Edward,Lara,166.4563545
Shawn Walker,112.7988974,Shawn,Walker,112.7988974
Edwin Clark,27.98063607,Edwin,Clark,
Cynthia Wilkinson,171.8497265,Cynthia,Wilkinson,171.8497265
Kristin Long,286.9105519,Kristin,Long,286.9105519
James Dixon,135.590514,James,Dixon,135.590514
Stacy Nielsen,85.8518723,Stacy,Nielsen,
Chad Brown,8.233068361,Chad,Brown,
Megan Saunders,48.14375897,Megan,Saunders,
Dustin Hobbs,292.8374502,Dustin,Hobbs,292.8374502
Susan Montgomery,95.59433319,Susan,Montgomery,
Sophia Sandoval,261.8760882,Sophia,Sandoval,261.8760882
Elizabeth Gonzales,258.5404307,Elizabeth,Gonzales,258.5404307
Tanya Nolan,125.3731537,Tanya,Nolan,125.3731537
Edward Thompson,59.52250002,Edward,Thompson,
Alexis Shelton,267.9887894,Alexis,Shelton,267.9887894
Charles Hansen,145.462995,Charles,Hansen,145.462995
Lance Williams,127.3057725,Lance,Williams,127.3057725
Rachel Anthony,259.6155523,Rachel,Anthony,259.6155523
Jennifer Sanchez,210.0647424,Jennifer,Sanchez,210.0647424
Sara Horton,28.40958591,Sara,Horton,
Rebecca Jones,57.322012,Rebecca,Jones,
Jennifer Johnson,246.6467396,Jennifer,Johnson,246.6467396
Yvonne Gonzalez,275.9306272,Yvonne,Gonzalez,275.9306272
Kyle Singh,217.2739348,Kyle,Singh,217.2739348
Katie Hahn,2.120783279,Katie,Hahn,
Shannon Berry,231.8598166,Shannon,Berry,231.8598166
Jeffrey Warren,86.65207578,Jeffrey,Warren,
Terri Cole,231.8812236,Terri,Cole,231.8812236
Michael Brock,201.2818324,Michael,Brock,201.2818324
Aaron Perez,284.7928204,Aaron,Perez,284.7928204
Ronald Wu,.95116839,Ronald,Wu,
Lee Brown,239.3766466,Lee,Brown,239.3766466
Linda Sullivan,203.38695,Linda,Sullivan,203.38695
Patrick Williams,299.519411,Patrick,Williams,299.519411
Kimberly Young,202.6631629,Kimberly,Young,202.6631629
Kari Rodriguez,162.557345,Kari,Rodriguez,162.557345
Michael Fowler,265.8440966,Michael,Fowler,265.8440966
Margaret Chambers,212.1076658,Margaret,Chambers,212.1076658
Aimee Madden,196.639797,Aimee,Madden,196.639797
Holly Wolfe,67.16853069,Holly,Wolfe,
Sandra Tran,103.3161214,Sandra,Tran,103.3161214
Trevor Hogan,109.3525188,Trevor,Hogan,109.3525188
Tracy Gamble,186.3871693,Tracy,Gamble,186.3871693
Michael Farley,155.9449595,Michael,Farley,155.9449595
Amanda Cain,68.22191909,Amanda,Cain,
Lori Kim,117.1825105,Lori,Kim,117.1825105
Felicia Price,285.8066318,Felicia,Price,285.8066318
Robert Sanchez,19.14688149,Robert,Sanchez,
Luke Wright,230.5168178,Luke,Wright,230.5168178
Alison Davis,126.1550153,Alison,Davis,126.1550153
David Lopez,172.4235257,David,Lopez,172.4235257
Brian Miller,84.42771508,Brian,Miller,
Andrea Fischer,268.9880767,Andrea,Fischer,268.9880767
Catherine Mason,44.30034366,Catherine,Mason,
Daniel Myers,18.66063178,Daniel,Myers,
Kathryn Hendrix,99.0382132,Kathryn,Hendrix,
Marc Scott,279.9541113,Marc,Scott,279.9541113
Jill Estrada,179.4098818,Jill,Estrada,179.4098818
Rebecca Tran,126.7752908,Rebecca,Tran,126.7752908
Joseph Williams,273.7695261,Joseph,Williams,273.7695261
Kevin Stewart,298.416266,Kevin,Stewart,298.416266
Richard Sullivan,201.1878786,Richard,Sullivan,201.1878786
Dana Sampson,90.91367199,Dana,Sampson,
Angie Potter,204.4406052,Angie,Potter,204.4406052
Julie Baker,34.67692462,Julie,Baker,
Danielle Hall,37.33820227,Danielle,Hall,
Kristine Nelson,180.9262508,Kristine,Nelson,180.9262508
Mary Hall,6.782032166,Mary,Hall,
Joanna Roberts,199.6406206,Joanna,Roberts,199.6406206
Nathan Taylor,207.1392596,Nathan,Taylor,207.1392596
Dr. Michael Barnes,13.68109809,Dr.,Michael Barnes,
Christina Underwood,116.5161773,Christina,Underwood,116.5161773
Felicia Myers,287.6975493,Felicia,Myers,287.6975493
Larry Lopez,16.61856651,Larry,Lopez,
Jordan May,11.65407271,Jordan,May,
Crystal Brown,101.5668741,Crystal,Brown,101.5668741
Douglas Gonzalez,107.5396998,Douglas,Gonzalez,107.5396998
Karen Gray,189.2375503,Karen,Gray,189.2375503
Jacob Woods,4.081920897,Jacob,Woods,
Susan Moore,228.8835806,Susan,Moore,228.8835806
Amber Munoz,183.8698007,Amber,Munoz,183.8698007
Jennifer Hall,169.1912912,Jennifer,Hall,169.1912912
Richard English,168.3341532,Richard,English,168.3341532
Charles Black,112.1253535,Charles,Black,112.1253535
Alexander Jackson,50.01153002,Alexander,Jackson,
Christopher Gray,96.17028121,Christopher,Gray,
John Thornton,254.7283458,John,Thornton,254.7283458
Jonathan Bowman,218.7853199,Jonathan,Bowman,218.7853199
Spencer Perez,2.151846539,Spencer,Perez,
Teresa White,111.7279344,Teresa,White,111.7279344
John Williams,123.0944798,John,Williams,123.0944798
Neil Riley,246.7643409,Neil,Riley,246.7643409
Denise Ruiz,65.00153906,Denise,Ruiz,
Thomas Edwards,137.5328738,Thomas,Edwards,137.5328738
Regina Bright,149.5704216,Regina,Bright,149.5704216
Chelsea Miller,100.324276,Chelsea,Miller,100.324276
Francisco Marsh,207.4256472,Francisco,Marsh,207.4256472
Robert Phillips,152.7011187,Robert,Phillips,152.7011187
Wayne French,20.85794959,Wayne,French,
Jose Guerra,48.69371124,Jose,Guerra,
Megan Anderson,135.3212421,Megan,Anderson,135.3212421
Diana Jenkins,12.61294669,Diana,Jenkins,
Jenna Fernandez,16.25693711,Jenna,Fernandez,
Steven Fitzpatrick,284.8863229,Steven,Fitzpatrick,284.8863229
Katherine Garcia,64.86212139,Katherine,Garcia,
Jeanette Nelson,223.2984239,Jeanette,Nelson,223.2984239
Charles Wolfe,135.9130174,Charles,Wolfe,135.9130174
Heather Warner,83.57485722,Heather,Warner,
Noah Martinez,56.01979629,Noah,Martinez,
Michael Massey,4.291572044,Michael,Massey,
Mitchell Grant,201.6873037,Mitchell,Grant,201.6873037
Melanie Smith,159.6133995,Melanie,Smith,159.6133995
Katie Collins,9.224829058,Katie,Collins,
David Hernandez,15.73795069,David,Hernandez,
Brian Hall,291.195074,Brian,Hall,291.195074
Jamie Smith,183.4614383,Jamie,Smith,183.4614383
Linda Cole,23.58916053,Linda,Cole,
Susan Peterson,108.8496932,Susan,Peterson,108.8496932
Crystal Goodwin,178.4146496,Crystal,Goodwin,178.4146496
Robert Haynes,297.5987715,Robert,Haynes,297.5987715
Cheryl Dillon,72.07864028,Cheryl,Dillon,
Ryan Smith,187.4908782,Ryan,Smith,187.4908782
Larry Morris,184.1245114,Larry,Morris,184.1245114
Ashley Colon,133.6017417,Ashley,Colon,133.6017417
Sara Harris,169.5768358,Sara,Harris,169.5768358
Maria Morrow,293.8511797,Maria,Morrow,293.8511797
Richard Medina,45.80409081,Richard,Medina,
Jennifer Schultz,191.2894497,Jennifer,Schultz,191.2894497
Kelly Jones,56.31030052,Kelly,Jones,
Veronica Fisher,252.7746212,Veronica,Fisher,252.7746212
Douglas Frye,24.18765837,Douglas,Frye,
John Craig,206.3931048,John,Craig,206.3931048
Elizabeth Smith,30.67902141,Elizabeth,Smith,
Brandi Smith,202.935586,Brandi,Smith,202.935586
Barry Barrera,64.08297522,Barry,Barrera,
Michelle Davis,220.6267886,Michelle,Davis,220.6267886
Julian Gardner,75.06580067,Julian,Gardner,
Lynn Mercer,196.3225063,Lynn,Mercer,196.3225063
Marissa Warner,153.0786777,Marissa,Warner,153.0786777
Amber Conway,224.3529359,Amber,Conway,224.3529359
Erica Miller,106.1784601,Erica,Miller,106.1784601
Ryan Pruitt,51.97864112,Ryan,Pruitt,
Alyssa Brown,258.8244502,Alyssa,Brown,258.8244502
Sherry Barnett,128.6086706,Sherry,Barnett,128.6086706
Michael Kramer,43.45006359,Michael,Kramer,
Alexandra Mckee,274.6453525,Alexandra,Mckee,274.6453525
Allen Ho,121.5568358,Allen,Ho,121.5568358
Samantha Myers,143.163119,Samantha,Myers,143.163119
Nicole Williams,197.1972072,Nicole,Williams,197.1972072
Daniel Gonzales,202.0498212,Daniel,Gonzales,202.0498212
April Tucker,145.7811635,April,Tucker,145.7811635
Kathleen Allen,244.1887714,Kathleen,Allen,244.1887714
Jessica Robinson,74.86547769,Jessica,Robinson,
Jennifer Butler,283.2608648,Jennifer,Butler,283.2608648
John Gilbert,115.0086997,John,Gilbert,115.0086997
Chase Reeves,190.6080952,Chase,Reeves,190.6080952
Richard Norton,43.98039159,Richard,Norton,
Benjamin Anderson,196.5543482,Benjamin,Anderson,196.5543482
Angela Horne,224.6760591,Angela,Horne,224.6760591
Marvin Dorsey,32.37840368,Marvin,Dorsey,
Mitchell Mccarthy,61.84373161,Mitchell,Mccarthy,
Shelby Johnson,228.5681076,Shelby,Johnson,228.5681076
Edward Figueroa,22.89044277,Edward,Figueroa,
Carl Davis,229.467514,Carl,Davis,229.467514
Kathleen Carlson,204.9459123,Kathleen,Carlson,204.9459123
Thomas Lozano,191.0344611,Thomas,Lozano,191.0344611
Mary Kane,90.29688994,Mary,Kane,
Calvin Sampson,25.64644247,Calvin,Sampson,
Cynthia Rodgers,295.6550422,Cynthia,Rodgers,295.6550422
Alicia Miller,57.05112596,Alicia,Miller,
Carrie Ramsey,57.21300316,Carrie,Ramsey,
Brittany Robles,106.8557156,Brittany,Robles,106.8557156
Mary Davis,274.3818893,Mary,Davis,274.3818893
Jeffery Herrera,180.3159685,Jeffery,Herrera,180.3159685
Charlene Bennett,233.4323734,Charlene,Bennett,233.4323734
Christopher Larson,16.953974,Christopher,Larson,
Gloria Swanson,164.6365239,Gloria,Swanson,164.6365239
Bradley Shaw,288.3545798,Bradley,Shaw,288.3545798
Jennifer Wells,46.92231009,Jennifer,Wells,
Stephanie Payne,86.02971631,Stephanie,Payne,
Robert Riley,149.7374205,Robert,Riley,149.7374205
Adam Riley,294.1317942,Adam,Riley,294.1317942
Samantha Gill,206.8349372,Samantha,Gill,206.8349372
Cynthia Davis,106.7347063,Cynthia,Davis,106.7347063
Alex Bullock,243.1194681,Alex,Bullock,243.1194681
Kristine Hernandez,139.0242286,Kristine,Hernandez,139.0242286
William Miller,135.8292297,William,Miller,135.8292297
Scott Vargas,290.3624988,Scott,Vargas,290.3624988
John Davis,151.5963629,John,Davis,151.5963629
Elizabeth Johnson,56.69604084,Elizabeth,Johnson,
Haley Gray,175.4636026,Haley,Gray,175.4636026
Mary Fleming,283.5268289,Mary,Fleming,283.5268289
Timothy Fletcher,191.5815306,Timothy,Fletcher,191.5815306
Daniel Mata,237.7692333,Daniel,Mata,237.7692333
Deborah Richard,24.40669948,Deborah,Richard,
Lisa Perry,154.5315691,Lisa,Perry,154.5315691
David Mayer,235.3601721,David,Mayer,235.3601721
Meghan Williams,48.66705573,Meghan,Williams,
Sara Kim,18.18066557,Sara,Kim,
Jacob Carr,288.3763767,Jacob,Carr,288.3763767
Ryan Aguilar,49.93268949,Ryan,Aguilar,
Martha Shah,211.0761118,Martha,Shah,211.0761118
Tina George,196.8663123,Tina,George,196.8663123
John Stewart,75.54847197,John,Stewart,
Kimberly Mcintosh,212.0369245,Kimberly,Mcintosh,212.0369245
Hunter Johnson,5.521596152,Hunter,Johnson,
Teresa Gonzales,118.8170089,Teresa,Gonzales,118.8170089
Richard White,172.6051799,Richard,White,172.6051799
Michelle Contreras,131.0619141,Michelle,Contreras,131.0619141
Eric Wilkerson,125.2789998,Eric,Wilkerson,125.2789998
Todd Ross,30.56627344,Todd,Ross,
David Byrd,255.3230084,David,Byrd,255.3230084
Alice Griffin,17.1094148,Alice,Griffin,
Amanda Henry,52.80410654,Amanda,Henry,
Richard Scott,190.7626035,Richard,Scott,190.7626035
Rachel Short,209.4682743,Rachel,Short,209.4682743
Roberto Reed,238.5348834,Roberto,Reed,238.5348834
Karen Bishop,250.9324619,Karen,Bishop,250.9324619
Kimberly Cannon,36.05866382,Kimberly,Cannon,
Tara Stone,242.4521046,Tara,Stone,242.4521046
Alexander Jones,222.7853091,Alexander,Jones,222.7853091
Monica Mckee,153.0424143,Monica,Mckee,153.0424143
Donald Velez,116.9798213,Donald,Velez,116.9798213
Rebecca Bennett,95.36196128,Rebecca,Bennett,
James Kelly,3.404080573,James,Kelly,
Thomas Pugh,229.9178715,Thomas,Pugh,229.9178715
Natalie Thomas,249.1506403,Natalie,Thomas,249.1506403
Kelly Henry,8.794748794,Kelly,Henry,
Marvin Ross,283.3202032,Marvin,Ross,283.3202032
Johnny Khan,36.82979468,Johnny,Khan,
Tracey Stewart,176.3571976,Tracey,Stewart,176.3571976
Chad Reyes,118.9715967,Chad,Reyes,118.9715967
Roger Schmidt,216.5821402,Roger,Schmidt,216.5821402
Katherine Santiago,247.8126233,Katherine,Santiago,247.8126233
Morgan Grant,125.4293095,Morgan,Grant,125.4293095
Katherine Hernandez,104.8406536,Katherine,Hernandez,104.8406536
Bradley Schultz,236.5732716,Bradley,Schultz,236.5732716
Megan Bender,230.030101,Megan,Bender,230.030101
Erica Soto,256.2942357,Erica,Soto,256.2942357
Michael Nelson,46.90079791,Michael,Nelson,
Johnny Salinas,267.6759202,Johnny,Salinas,267.6759202
Aaron King,113.6461521,Aaron,King,113.6461521
Dawn Thompson,222.5901631,Dawn,Thompson,222.5901631
Katherine Russell,191.3763028,Katherine,Russell,191.3763028
Linda Cannon,258.1438146,Linda,Cannon,258.1438146
Katie Sanchez,280.6144143,Katie,Sanchez,280.6144143
Sean Hall,165.4549617,Sean,Hall,165.4549617
Jesse Nguyen,299.2223405,Jesse,Nguyen,299.2223405
Carol Mcdonald,229.8438707,Carol,Mcdonald,229.8438707
April Levine,197.0064311,April,Levine,197.0064311
Wendy Morales,80.41579675,Wendy,Morales,
Steven Harris,17.87138352,Steven,Harris,
Robert Baker,205.5388256,Robert,Baker,205.5388256
Rebecca Snow,166.9426449,Rebecca,Snow,166.9426449
Kevin Vasquez,101.2600929,Kevin,Vasquez,101.2600929
Jasmine Turner,90.78989557,Jasmine,Turner,
Eugene Kelly,259.8690637,Eugene,Kelly,259.8690637
Hayden Jones,177.6094069,Hayden,Jones,177.6094069
Lauren Brown,123.7694882,Lauren,Brown,123.7694882
Darren Baldwin,193.5350016,Darren,Baldwin,193.5350016
Melissa Dunn,292.6974674,Melissa,Dunn,292.6974674
Jeremy Martinez,134.5767791,Jeremy,Martinez,134.5767791
Erik Murphy,242.6440419,Erik,Murphy,242.6440419
Jason Wilson,167.7644488,Jason,Wilson,167.7644488
Michael Jenkins,55.14744329,Michael,Jenkins,
